circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SKD NAGAR,TEMPORARY SUPPLY,8,3,3.0,693.0,9.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR APARTMENTS,TEMPORARY SUPPLY,8,2,2.0,456.0,10.46
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR KESHAVNAGAR,TEMPORARY SUPPLY,8,1,1.0,368.0,8.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,STREET LIGHTS,TEMPORARY SUPPLY,8,1,,0.0,1.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,TEMP SUPPLY,TEMPORARY SUPPLY,8,22,7.0,4344.0,86.24
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GAYATRI HILLS,TEMPORARY SUPPLY,8,2,2.0,563.0,10.6
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GRC HIGH VALUES,TEMPORARY SUPPLY,8,6,6.0,9697.0,90.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,HYLAM COLONY,TEMPORARY SUPPLY,8,2,2.0,1682.0,11.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNA NAGAR C BLOCK,TEMPORARY SUPPLY,8,1,1.0,356.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNANAGAR C BLOCK,TEMPORARY SUPPLY,8,1,1.0,521.0,1.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LAXMI NARSIMHA NAGAR,TEMPORARY SUPPLY,8,1,1.0,272.0,1.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,MARUTHI NAGAR,TEMPORARY SUPPLY,8,1,1.0,206.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,"MLA,MPS COLONY",TEMPORARY SUPPLY,8,7,6.0,1814.0,37.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,TEMPORARY SUPPLY,8,6,6.0,2270.0,23.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATHNAGAR-1,TEMPORARY SUPPLY,8,1,1.0,607.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHMANTHNAGAR (NORTH),TEMPORARY SUPPLY,8,2,2.0,254.0,6.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,S K NAGAR A-BLOCK,TEMPORARY SUPPLY,8,1,1.0,498.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SANTOSHGIRI,TEMPORARY SUPPLY,8,1,1.0,35.0,1.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,TEMP SUPPLY,TEMPORARY SUPPLY,8,4,,0.0,15.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI,TEMPORARY SUPPLY,8,1,1.0,60.0,0.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS," IBRAHIM,NOOR,GURUBRAHMA NAGER",TEMPORARY SUPPLY,8,1,1.0,9.0,1.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY,TEMPORARY SUPPLY,8,1,1.0,96.0,8.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GRC ROAD NO 2 AND 3,TEMPORARY SUPPLY,8,8,5.0,24692.0,277.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"GRC ROAD NO 7,8,9,10 AND 11",TEMPORARY SUPPLY,8,7,7.0,7261.0,82.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"GRC ROAD NO1,4,5,6,AND14",TEMPORARY SUPPLY,8,8,7.0,15126.0,156.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HINDI NAGAR,TEMPORARY SUPPLY,8,1,1.0,208.0,3.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"JOURNALIST NOVODAYA,U.B.COLONY",TEMPORARY SUPPLY,8,3,3.0,2061.0,17.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 POSH AREA@APARTMENTS,TEMPORARY SUPPLY,8,2,2.0,473.0,8.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.2 MAIN ROAD,TEMPORARY SUPPLY,8,3,3.0,995.0,15.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO 8 9 AND 10,TEMPORARY SUPPLY,8,1,1.0,332.0,5.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO. 11,TEMPORARY SUPPLY,8,3,3.0,1644.0,13.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.1 BANJARA HILLS,TEMPORARY SUPPLY,8,2,,0.0,2.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SHOWKATH NGR & KBR PARK LINE,TEMPORARY SUPPLY,8,2,2.0,958.0,14.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA ,TEMPORARY SUPPLY,8,4,4.0,-191.0,19.26
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,TEMP SUPPLY,TEMPORARY SUPPLY,8,24,,0.0,26.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAYANAGAR,TEMPORARY SUPPLY,8,2,2.0,217.0,4.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR," ROAD NO-13, B.HILLS",TEMPORARY SUPPLY,8,2,2.0,650.0,6.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",TEMPORARY SUPPLY,8,7,7.0,11329.0,82.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC HIGH VALUES RDNO-12 B HILL,TEMPORARY SUPPLY,8,10,8.0,11361.0,161.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC-JUBILEE HILLS &FILM NAGAR ,TEMPORARY SUPPLY,8,7,5.0,2752.0,149.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS, 71,72,73,74,75,76,77",TEMPORARY SUPPLY,8,3,2.0,737.0,19.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS,78,79,80,81,82",TEMPORARY SUPPLY,8,8,8.0,2731.0,52.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JOURNALIST A&B NANDAGIRI HILLS,TEMPORARY SUPPLY,8,6,5.0,782.0,35.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JUBILEE HILLS ROAD NO.92,TEMPORARY SUPPLY,8,8,8.0,5075.0,49.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M L A COLONY,TEMPORARY SUPPLY,8,3,3.0,1653.0,15.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N B T NAGAR,TEMPORARY SUPPLY,8,1,1.0,342.0,5.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,N.B.T NAGAR ,TEMPORARY SUPPLY,8,1,1.0,390.0,3.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PENSION OFIC TO RDNO-12 S.S,TEMPORARY SUPPLY,8,1,1.0,1043.0,10.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,PRASHASAN NAGAR,TEMPORARY SUPPLY,8,10,10.0,2554.0,39.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,RDNO-12 SS TO TRS CIRCLE,TEMPORARY SUPPLY,8,2,2.0,159.0,10.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,SYED NAGAR,TEMPORARY SUPPLY,8,1,1.0,740.0,9.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,TEMP SUPPLY,TEMPORARY SUPPLY,8,15,,0.0,23.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,TRS BHAVAN TO MINISTERS QRTERS,TEMPORARY SUPPLY,8,4,4.0,2015.0,28.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,ASWINI & HUDA ENCLAVE,TEMPORARY SUPPLY,8,3,3.0,2600.0,15.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,CYBER HILLS,TEMPORARY SUPPLY,8,2,2.0,535.0,10.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,TEMPORARY SUPPLY,8,34,32.0,60872.0,524.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GUTTALA BEGUMPET,TEMPORARY SUPPLY,8,21,20.0,9494.0,122.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGH VALUE  ROAD NO 1 TO 21,TEMPORARY SUPPLY,8,4,3.0,4012.0,76.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,TEMPORARY SUPPLY,8,57,51.0,49366.0,660.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE BILLS  54 TO 60,TEMPORARY SUPPLY,8,4,4.0,1985.0,22.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 36 TO 44 AND 44A,TEMPORARY SUPPLY,8,4,4.0,1121.0,22.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 45 TO 53,TEMPORARY SUPPLY,8,18,15.0,6394.0,115.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NO. 10 TO 15,TEMPORARY SUPPLY,8,2,2.0,1225.0,8.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 1 TO 9,TEMPORARY SUPPLY,8,3,3.0,942.0,21.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 26 TO 35,TEMPORARY SUPPLY,8,2,2.0,1047.0,14.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,"JUBILEE HILLS RD NOS.24,25,27",TEMPORARY SUPPLY,8,2,1.0,501.0,10.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,KAKATEEYA HILLS,TEMPORARY SUPPLY,8,27,27.0,10041.0,158.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,ROAD NO 36 MAIN ROAD,TEMPORARY SUPPLY,8,5,5.0,4655.0,62.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,TEMP SUPPLY,TEMPORARY SUPPLY,8,13,,0.0,12.5
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,(HARIJANA BASTI) SAI NAGAR,TEMPORARY SUPPLY,8,6,6.0,970.0,25.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,ANDHRA BASTHI,TEMPORARY SUPPLY,8,1,1.0,1248.0,5.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA COLONY,JAIHIND ENCLA",TEMPORARY SUPPLY,8,11,11.0,4123.0,88.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA,KAVURI,IMAGE GARDEN",TEMPORARY SUPPLY,8,10,9.0,2698.0,84.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"CYBER TOWER AREA,PATRIKANAGAR",TEMPORARY SUPPLY,8,19,8.0,11433.0,445.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",TEMPORARY SUPPLY,8,16,15.0,15965.0,188.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,TEMPORARY SUPPLY,8,10,6.0,4188.0,198.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KAVURI HILLS(D-MART),AMAR COOP",TEMPORARY SUPPLY,8,15,14.0,3498.0,93.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KUMAR BASTI,NECTAR GARDEN",TEMPORARY SUPPLY,8,4,4.0,258.0,21.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"PATRIKANAGAR,JUBILEE ENCLAVE",TEMPORARY SUPPLY,8,10,9.0,2714.0,67.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,TEMPARORY SERVICES,TEMPORARY SUPPLY,8,15,2.0,2358.0,173.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VADARA BASTI,MEGHA,SRIRAM TANK",TEMPORARY SUPPLY,8,10,9.0,3753.0,58.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,VINAYAK NAGAR,TEMPORARY SUPPLY,8,5,4.0,2176.0,36.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",TEMPORARY SUPPLY,8,13,10.0,4855.0,87.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,ALLAMTHOTABAI APTS,TEMPORARY SUPPLY,8,1,1.0,1.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,ALLAUDDIN BUILDINGS,TEMPORARY SUPPLY,8,2,2.0,427.0,8.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,BRAHMANWADI APTS,TEMPORARY SUPPLY,8,1,1.0,783.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,CHIKOTI GARDEN,TEMPORARY SUPPLY,8,1,1.0,118.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,CHIKOTIGADEN APTS,TEMPORARY SUPPLY,8,1,1.0,729.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,DWARAKA DASS COLONY,TEMPORARY SUPPLY,8,2,2.0,176.0,2.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,"GRC - P.GADDA, P.NAGAR",TEMPORARY SUPPLY,8,5,5.0,34221.0,150.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. C. GARDEN & B.WADI,TEMPORARY SUPPLY,8,7,6.0,14590.0,158.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,TEMPORARY SUPPLY,8,5,3.0,4022.0,77.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,I.A.L.COLONY,TEMPORARY SUPPLY,8,2,2.0,528.0,15.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,MOTHILAL NAGAR BHA.PUR,TEMPORARY SUPPLY,8,1,1.0,28.0,3.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,P. NAGAR EXTENSION,TEMPORARY SUPPLY,8,9,9.0,873.0,18.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,SHYAM SIDARTHA SLAM,TEMPORARY SUPPLY,8,4,4.0,675.0,19.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,VADDERA BASTHI. P. GADDA,TEMPORARY SUPPLY,8,2,2.0,82.0,2.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,AMEERPET (SOUTH),TEMPORARY SUPPLY,8,1,1.0,3347.0,3.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,BORABANDA,SNEHAPURICOLONY II,TEMPORARY SUPPLY,8,1,1.0,553.0,1.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,BALAJI SWARNA PURI,TEMPORARY SUPPLY,8,4,4.0,1614.0,20.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,AMEERPET COLONY (RBI),TEMPORARY SUPPLY,8,1,1.0,51.0,1.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,AMEERPET DURGANAGAR,TEMPORARY SUPPLY,8,1,1.0,76.0,6.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,AMRUTHA HILLS,TEMPORARY SUPPLY,8,1,1.0,146.0,4.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,TEMPORARY SUPPLY,8,6,2.0,845.0,64.5
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV SOMAJIGUDA,TEMPORARY SUPPLY,8,6,2.0,3175.0,45.73
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GREENLAND WEST,TEMPORARY SUPPLY,8,1,1.0,457.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GREENLANDS (EAST),TEMPORARY SUPPLY,8,1,1.0,350.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,KUNDANBAGH,TEMPORARY SUPPLY,8,2,2.0,1603.0,10.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,METHODIST COLONY,TEMPORARY SUPPLY,8,2,2.0,757.0,10.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,GRC HV ERRAGADDA,TEMPORARY SUPPLY,8,1,1.0,622.0,18.65
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,SULTAN NAGAR,TEMPORARY SUPPLY,8,1,1.0,227.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,P.J.COLONY,TEMPORARY SUPPLY,8,1,1.0,110.0,3.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,POCHAMMA BASTI,TEMPORARY SUPPLY,8,3,3.0,2182.0,15.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,SOMAJIGUDA,TEMPORARY SUPPLY,8,1,1.0,612.0,3.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,SOMAJIGUDA (EXT.),TEMPORARY SUPPLY,8,5,4.0,812.0,24.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,UMANAGAR,TEMPORARY SUPPLY,8,3,3.0,2170.0,25.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,VENKATRAM BAGH,TEMPORARY SUPPLY,8,1,1.0,217.0,7.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,A.LEELA NAGAR (APPTS.),TEMPORARY SUPPLY,8,1,1.0,74.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,AMEERPET MAIN ROAD,TEMPORARY SUPPLY,8,2,2.0,436.0,6.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,ANAND BAGH,TEMPORARY SUPPLY,8,2,2.0,354.0,8.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,B K GUDA,TEMPORARY SUPPLY,8,1,1.0,261.0,7.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GANGA NAGAR,TEMPORARY SUPPLY,8,1,1.0,579.0,5.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,GRC HV MOTINAGAR,TEMPORARY SUPPLY,8,1,1.0,419.0,17.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,B.K.GUDA DASARAM BASTI,TEMPORARY SUPPLY,8,1,1.0,32.0,1.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,BALKAMPET EAST,TEMPORARY SUPPLY,8,1,1.0,215.0,6.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,BAPU NAGAR SOUTH,TEMPORARY SUPPLY,8,3,3.0,805.0,3.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,C-TYPE QUARTERS,TEMPORARY SUPPLY,8,2,2.0,348.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,CT METERS,TEMPORARY SUPPLY,8,5,4.0,4084.0,149.3
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,D.K.ROAD,TEMPORARY SUPPLY,8,1,1.0,754.0,3.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,GRC HV S R NAGAR,TEMPORARY SUPPLY,8,1,,0.0,10.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,HIGH VALUE AMEERPET ,TEMPORARY SUPPLY,8,1,1.0,1125.0,11.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,HIGHVALUE SR NAGAR NORTH,TEMPORARY SUPPLY,8,4,3.0,2302.0,35.6
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,RAJ NAGAR,TEMPORARY SUPPLY,8,1,1.0,22.0,1.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,"RAJEENAGAR,FATIMANAGAR",TEMPORARY SUPPLY,8,4,4.0,2694.0,23.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,MOTHI NAGAR,STREET LIGHTS,TEMPORARY SUPPLY,8,1,,0.0,1.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,ASHOK LABOUR COLONY,TEMPORARY SUPPLY,8,1,1.0,336.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,LEELA NAGAR  ,TEMPORARY SUPPLY,8,1,1.0,142.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S R NAGAR NORTH B TYPE ,TEMPORARY SUPPLY,8,1,1.0,899.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S R NAGAR NORTH EWS,TEMPORARY SUPPLY,8,1,1.0,0.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S.R.NAGAR (NORTH),TEMPORARY SUPPLY,8,6,6.0,4302.0,33.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,S.R.NAGAR (SOUTH),TEMPORARY SUPPLY,8,1,1.0,21.0,1.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,SCIENTIFIC COLONY,TEMPORARY SUPPLY,8,1,1.0,51.0,8.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,SONA BAI TEMPLE,TEMPORARY SUPPLY,8,1,1.0,12007.0,5.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,SANJEEV REDDY NAGAR,SRIRAM NAGAR,TEMPORARY SUPPLY,8,2,2.0,840.0,14.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR MIG,TEMPORARY SUPPLY,8,2,2.0,267.0,10.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,BHARATNAGAR PVT HOUSES,TEMPORARY SUPPLY,8,2,2.0,987.0,10.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CT METERS,TEMPORARY SUPPLY,8,1,1.0,23629.0,30.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CZECH COLONY,TEMPORARY SUPPLY,8,1,,0.0,26.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,FATEH BAGH,TEMPORARY SUPPLY,8,1,1.0,666.0,5.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,GRC HV SANATHNAGAR,TEMPORARY SUPPLY,8,5,5.0,5539.0,57.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,JAYAPRAKASH NAGAR,TEMPORARY SUPPLY,8,1,1.0,178.0,6.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,KAILASH NAGAR,TEMPORARY SUPPLY,8,1,1.0,519.0,5.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,KUKATPALLY X ROADS,TEMPORARY SUPPLY,8,1,1.0,1165.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,GRC HIGH VALUES,TEMPORARY SUPPLY,8,3,1.0,0.0,55.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,"MADHURA NAGAR(B,D,H)",TEMPORARY SUPPLY,8,2,2.0,761.0,12.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,MADHURANGAR E F G,TEMPORARY SUPPLY,8,1,1.0,273.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,RAHAMATH NAGAR CHURCH,TEMPORARY SUPPLY,8,1,1.0,15.0,1.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,SIDHARTHA NAGAR,TEMPORARY SUPPLY,8,1,1.0,169.0,3.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,SRINIVASA COLONY,TEMPORARY SUPPLY,8,1,1.0,392.0,5.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,STREET LIGHTS,TEMPORARY SUPPLY,8,2,,0.0,2.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,VENGALARAO NAGAR A B C,TEMPORARY SUPPLY,8,2,2.0,203.0,10.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,NEHRU NAGAR,TEMPORARY SUPPLY,8,1,1.0,458.0,2.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,S.R.T.(NEAR POLICE STN),TEMPORARY SUPPLY,8,1,1.0,306.0,5.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,"S.R.T.QRTS, NEAR BUSSTOP",TEMPORARY SUPPLY,8,4,4.0,500.0,18.0
